,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1336,Jefferson Park,41.9697375,-87.7631179,Excelsior Garden,41.969006,-87.76087199999999,Chinese Restaurant
1337,Jefferson Park,41.9697375,-87.7631179,Copernicus Center,41.96809048528719,-87.75867443051798,Concert Hall
1338,Jefferson Park,41.9697375,-87.7631179,Smakosz Restaurant & Lounge,41.967589000000004,-87.768387,Eastern European Restaurant
1339,Jefferson Park,41.9697375,-87.7631179,Gorilla Sushi Bar,41.97084730455084,-87.76326128134968,Sushi Restaurant
1340,Jefferson Park,41.9697375,-87.7631179,Baskin-Robbins,41.96906057507068,-87.76154582989278,Ice Cream Shop
1341,Jefferson Park,41.9697375,-87.7631179,Redbox @ 7-11,41.969006,-87.76087199999999,Video Store
1342,Jefferson Park,41.9697375,-87.7631179,Starbucks,41.96750502154957,-87.76761103245298,Coffee Shop
1343,Jefferson Park,41.9697375,-87.7631179,Popeyes Louisiana Kitchen,41.96939625019488,-87.76235907466514,Fried Chicken Joint
1344,Jefferson Park,41.9697375,-87.7631179,7-Eleven,41.9693764050356,-87.7609695841193,Convenience Store
1345,Jefferson Park,41.9697375,-87.7631179,Redbox,41.966936,-87.766719,Video Store
1346,Jefferson Park,41.9697375,-87.7631179,The Gift Theater,41.96790144227014,-87.76094631266592,Theater
1347,Jefferson Park,41.9697375,-87.7631179,Dunkin',41.96909871321929,-87.76158229044574,Donut Shop
1348,Jefferson Park,41.9697375,-87.7631179,CTA - Jefferson Park,41.97059439399988,-87.76102233111345,Train Station
1349,Jefferson Park,41.9697375,-87.7631179,Subway,41.968942208695275,-87.76150897645056,Sandwich Place
1350,Jefferson Park,41.9697375,-87.7631179,CVS pharmacy,41.968120968660294,-87.76728023203275,Pharmacy
1351,Jefferson Park,41.9697375,-87.7631179,Martini Club,41.97056293487549,-87.76291199,Bar
1352,Jefferson Park,41.9697375,-87.7631179,CVS pharmacy,41.96762951186827,-87.76013687071459,Pharmacy
1353,Jefferson Park,41.9697375,-87.7631179,Jefferson Park 226 Pace Bus Stop,41.969493935748034,-87.75874915246725,Bus Station
1354,Jefferson Park,41.9697375,-87.7631179,Jefferson Inn,41.96625183734328,-87.7602719152716,Bar
1355,Jefferson Park,41.9697375,-87.7631179,Central Higgins Optometrics,41.970100625,-87.767799,Optical Shop
1356,Jefferson Park,41.9697375,-87.7631179,Ideal Bakery,41.967237,-87.759794,Bakery
1357,Jefferson Park,41.9697375,-87.7631179,Columbia Care Illinois,41.96686,-87.76029,Marijuana Dispensary
1358,Jefferson Park,41.9697375,-87.7631179,Teresa II,41.966999,-87.759612,Eastern European Restaurant
1359,Jefferson Park,41.9697375,-87.7631179,El Asadero Columbiano,41.96784,-87.76757,Restaurant
1360,Jefferson Park,41.9697375,-87.7631179,Molly And Myles Ice Cream,41.967966,-87.76774300000001,Ice Cream Shop
1361,Jefferson Park,41.9697375,-87.7631179,Jewel-Osco,41.9672793,-87.7667054,Supermarket
1362,Jefferson Park,41.9697375,-87.7631179,China Star,41.966101,-87.759751,Chinese Restaurant
1363,Lake View,41.947050000000004,-87.65542878290054,Wrigley Field,41.94816011494788,-87.65556156635284,Baseball Stadium
1364,Lake View,41.947050000000004,-87.65542878290054,Budweiser Brickhouse Tavern,41.94835708840698,-87.6572024645753,Sports Bar
1365,Lake View,41.947050000000004,-87.65542878290054,Jeni’s Splendid Ice Creams,41.94847158987541,-87.65735331286234,Ice Cream Shop
1366,Lake View,41.947050000000004,-87.65542878290054,Hotel Zachary,41.94766028770526,-87.65717115260719,Hotel
1367,Lake View,41.947050000000004,-87.65542878290054,Gallagher Way,41.9486012,-87.6570834,Plaza
1368,Lake View,41.947050000000004,-87.65542878290054,Dimo's Pizza,41.945112739338335,-87.65473043361297,Pizza Place
1369,Lake View,41.947050000000004,-87.65542878290054,Do-Rite Donuts & Chicken,41.947235986612725,-87.65497950834744,Donut Shop
1370,Lake View,41.947050000000004,-87.65542878290054,Shake Shack,41.94658011938799,-87.65590574189893,Burger Joint
1371,Lake View,41.947050000000004,-87.65542878290054,Starbucks Reserve,41.94829540140019,-87.65720664380231,Coffee Shop
1372,Lake View,41.947050000000004,-87.65542878290054,Wrigley Rooftops 3639,41.94844559947959,-87.65420324602081,General Entertainment
1373,Lake View,41.947050000000004,-87.65542878290054,Lucky Dorr Patio & Tap,41.94882987,-87.65717093,Beer Bar
1374,Lake View,41.947050000000004,-87.65542878290054,Big Star,41.948285874672266,-87.65741918037615,Taco Place
1375,Lake View,41.947050000000004,-87.65542878290054,West Town Bakery & Tap,41.947917200712084,-87.65699787990285,Bakery
1376,Lake View,41.947050000000004,-87.65542878290054,Lucky's Sandwich Co.,41.945344542628376,-87.65510197917357,Sandwich Place
1377,Lake View,41.947050000000004,-87.65542878290054,Cozy Noodles & Rice,41.94526903560607,-87.65431632484676,Thai Restaurant
1378,Lake View,41.947050000000004,-87.65542878290054,Budweiser Bleachers,41.94875978144286,-87.65468102953248,General Entertainment
1379,Lake View,41.947050000000004,-87.65542878290054,Wrigley Rooftops 3617,41.9477387,-87.6539853,General Entertainment
1380,Lake View,41.947050000000004,-87.65542878290054,Gate K,41.948862313339205,-87.65632063150404,Baseball Stadium
1381,Lake View,41.947050000000004,-87.65542878290054,Murphy's Bleachers,41.94902152262399,-87.65421536657992,Sports Bar
1382,Lake View,41.947050000000004,-87.65542878290054,Nisei Lounge,41.94470952522785,-87.65432175084358,Dive Bar
1383,Lake View,41.947050000000004,-87.65542878290054,Cubs Dugout,41.94805039575053,-87.65602558851242,Baseball Stadium
1384,Lake View,41.947050000000004,-87.65542878290054,ZamZam,41.945084297939154,-87.6547567646194,Middle Eastern Restaurant
1385,Lake View,41.947050000000004,-87.65542878290054,The Graystone Tavern,41.94477134918071,-87.6543818186676,Sports Bar
1386,Lake View,41.947050000000004,-87.65542878290054,Wrigley Hostel,41.9458501415905,-87.65441849678797,Hostel
1387,Lake View,41.947050000000004,-87.65542878290054,The Roost Carolina Kitchen,41.945392,-87.655169,Fried Chicken Joint
1388,Lake View,41.947050000000004,-87.65542878290054,Happy Camper,41.944862,-87.65509,Bar
1389,Lake View,41.947050000000004,-87.65542878290054,Ron Santo Statue by Lou Cella,41.9474319749247,-87.65446990728378,Outdoor Sculpture
1390,Lake View,41.947050000000004,-87.65542878290054,Pick Me Up Café,41.943870844721374,-87.65395740836274,Diner
1391,Lake View,41.947050000000004,-87.65542878290054,Old Crow Smokehouse,41.94597274651255,-87.65570552813291,BBQ Joint
1392,Lake View,41.947050000000004,-87.65542878290054,Metro,41.949852030486944,-87.65885156354419,Music Venue
1393,Lake View,41.947050000000004,-87.65542878290054,Lucky Strike Social,41.94718135467038,-87.65510066197702,Arcade
1394,Lake View,41.947050000000004,-87.65542878290054,Mordecai,41.947926,-87.6575019,Whisky Bar
1395,Lake View,41.947050000000004,-87.65542878290054,Dutch & Doc’s,41.9474543,-87.65675809999999,American Restaurant
1396,Lake View,41.947050000000004,-87.65542878290054,El Burrito Mexicano,41.94736148806654,-87.6534073254297,Mexican Restaurant
1397,Lake View,41.947050000000004,-87.65542878290054,Smart Bar,41.949780663459975,-87.65874791693903,Nightclub
1398,Lake View,41.947050000000004,-87.65542878290054,Two Hearted Queen,41.94352126119235,-87.6591627621803,Café
1399,Lake View,41.947050000000004,-87.65542878290054,Al's #1 Italian Beef,41.94403469646459,-87.6540981750418,Sandwich Place
1400,Lake View,41.947050000000004,-87.65542878290054,Big G's Pizza,41.94948233421304,-87.65847194993738,Pizza Place
1401,Lake View,41.947050000000004,-87.65542878290054,Irie Tavern,41.943787,-87.65401,Restaurant
1402,Lake View,41.947050000000004,-87.65542878290054,VIP Feet Feel Spa & Massage,41.94295846402847,-87.65309145474677,Spa
1403,Lake View,41.947050000000004,-87.65542878290054,The Gingerman Tavern,41.9500854561447,-87.65890931963581,Dive Bar
1404,Lake View,41.947050000000004,-87.65542878290054,Country Club,41.94510183089785,-87.65493264069329,Bar
1405,Lake View,41.947050000000004,-87.65542878290054,Warby Parker,41.95029860413908,-87.65227317810057,Optical Shop
1406,Lake View,41.947050000000004,-87.65542878290054,Dark Horse Tap & Grille,41.94483489729045,-87.65433611629543,Bar
1407,Lake View,41.947050000000004,-87.65542878290054,Rice'N Bread,41.94456407690454,-87.65420805213503,Korean Restaurant
1408,Lake View,41.947050000000004,-87.65542878290054,Gold Crown Liquors,41.94415301385913,-87.6540829536756,Liquor Store
1409,Lake View,41.947050000000004,-87.65542878290054,Bernie's Tap & Grill,41.94893491591703,-87.65819658980081,Sports Bar
1410,Lake View,41.947050000000004,-87.65542878290054,Wrigleyville Dogs,41.949925979663824,-87.65869859475882,Hot Dog Joint
1411,Lake View,41.947050000000004,-87.65542878290054,Houndstooth Saloon,41.943515616702534,-87.65330186179462,Southern / Soul Food Restaurant
1412,Lake View,41.947050000000004,-87.65542878290054,Clark Street Sports,41.94535149438071,-87.65480626268975,Sporting Goods Shop
1413,Lake View,41.947050000000004,-87.65542878290054,Under The Gun Theater,41.94459524771651,-87.65401982471565,Comedy Club
1414,Lake View,41.947050000000004,-87.65542878290054,Beer On Clark,41.94402504403825,-87.6538814658471,Bar
1415,Lake View,41.947050000000004,-87.65542878290054,Redbox,41.94768549256464,-87.6603854748163,Video Store
1416,Lake View,41.947050000000004,-87.65542878290054,Costello's Sandwich and Sides,41.943230541069944,-87.65421524688249,Sandwich Place
1417,Lake View,41.947050000000004,-87.65542878290054,Full Shilling Public House,41.9497238231289,-87.65863178695018,Sports Bar
1418,Lake View,41.947050000000004,-87.65542878290054,Trace,41.94952122865779,-87.65844562949162,Bar
1419,Lake View,41.947050000000004,-87.65542878290054,Yesterday,41.946993,-87.658732,Antique Shop
1420,Lake View,41.947050000000004,-87.65542878290054,Redmond's,41.94345460174801,-87.65428321208468,Bar
1421,Lake View,41.947050000000004,-87.65542878290054,Paul's Noodle Shop,41.94361597734828,-87.65429615031893,Thai Restaurant
1422,Lake View,41.947050000000004,-87.65542878290054,Yak-Zies Bar-Grill,41.949353947493776,-87.65833230227712,Bar
1423,Lake View,41.947050000000004,-87.65542878290054,Rockwood Place,41.94519778162515,-87.65509328995988,Sports Bar
1424,Lake View,41.947050000000004,-87.65542878290054,The Underground Lounge,41.94448956956981,-87.65387690748643,Rock Club
1425,Lake View,41.947050000000004,-87.65542878290054,Beggars Pizza,41.943929374001904,-87.65387776407623,Pizza Place
1426,Lake View,41.947050000000004,-87.65542878290054,Don Guacamole,41.94454461200548,-87.65361939097737,Mexican Restaurant
1427,Lake View,41.947050000000004,-87.65542878290054,WHISK,41.949607,-87.65849,Restaurant
1428,Lake View,41.947050000000004,-87.65542878290054,Metro Chicago,41.9498364,-87.6589652,Music Venue
1429,Lake View,41.947050000000004,-87.65542878290054,Blown by Bocaj,41.94331,-87.65329,Health & Beauty Service
1430,Lakeview,41.9439185,-87.6540759,Dimo's Pizza,41.945112739338335,-87.65473043361297,Pizza Place
1431,Lakeview,41.9439185,-87.6540759,Pick Me Up Café,41.943870844721374,-87.65395740836274,Diner
1432,Lakeview,41.9439185,-87.6540759,VIP Feet Feel Spa & Massage,41.94295846402847,-87.65309145474677,Spa
1433,Lakeview,41.9439185,-87.6540759,Mia Francesca,41.94209475744125,-87.65239219169881,Italian Restaurant
1434,Lakeview,41.9439185,-87.6540759,lowcountry,41.942809720541554,-87.65307711368148,Cajun / Creole Restaurant
1435,Lakeview,41.9439185,-87.6540759,Sheffield's Beer & Wine Garden,41.941667994412754,-87.65422753765776,Bar
1436,Lakeview,41.9439185,-87.6540759,Nisei Lounge,41.94470952522785,-87.65432175084358,Dive Bar
1437,Lakeview,41.9439185,-87.6540759,Cozy Noodles & Rice,41.94526903560607,-87.65431632484676,Thai Restaurant
1438,Lakeview,41.9439185,-87.6540759,The Graystone Tavern,41.94477134918071,-87.6543818186676,Sports Bar
1439,Lakeview,41.9439185,-87.6540759,Lucky's Sandwich Co.,41.945344542628376,-87.65510197917357,Sandwich Place
1440,Lakeview,41.9439185,-87.6540759,ZamZam,41.945084297939154,-87.6547567646194,Middle Eastern Restaurant
1441,Lakeview,41.9439185,-87.6540759,Maison Parisienne,41.94192422108425,-87.65233070193084,Café
1442,Lakeview,41.9439185,-87.6540759,Happy Camper,41.944862,-87.65509,Bar
1443,Lakeview,41.9439185,-87.6540759,Jennivee's Bakery,41.94181914533175,-87.65418329513997,Bakery
1444,Lakeview,41.9439185,-87.6540759,Al's #1 Italian Beef,41.94403469646459,-87.6540981750418,Sandwich Place
1445,Lakeview,41.9439185,-87.6540759,The Roost Carolina Kitchen,41.945392,-87.655169,Fried Chicken Joint
1446,Lakeview,41.9439185,-87.6540759,Shake Shack,41.94658011938799,-87.65590574189893,Burger Joint
1447,Lakeview,41.9439185,-87.6540759,Chicago Comics,41.941033414671686,-87.65173266006956,Comic Shop
1448,Lakeview,41.9439185,-87.6540759,Wrigley Hostel,41.9458501415905,-87.65441849678797,Hostel
1449,Lakeview,41.9439185,-87.6540759,Chicago Diner,41.94380715192381,-87.64929330584161,Vegetarian / Vegan Restaurant
1450,Lakeview,41.9439185,-87.6540759,hutch,41.941925,-87.652046,New American Restaurant
1451,Lakeview,41.9439185,-87.6540759,Sidetrack,41.94324059532105,-87.64912723378356,Gay Bar
1452,Lakeview,41.9439185,-87.6540759,Two Hearted Queen,41.94352126119235,-87.6591627621803,Café
1453,Lakeview,41.9439185,-87.6540759,Do-Rite Donuts & Chicken,41.947235986612725,-87.65497950834744,Donut Shop
1454,Lakeview,41.9439185,-87.6540759,Cheesie's Pub and Grub,41.939991363496205,-87.65377707238731,Sandwich Place
1455,Lakeview,41.9439185,-87.6540759,Rollapalooza,41.94315444384522,-87.64942049838366,Sushi Restaurant
1456,Lakeview,41.9439185,-87.6540759,BIG & little's Restaurant,41.9399955407058,-87.65532611799438,Taco Place
1457,Lakeview,41.9439185,-87.6540759,Replay Beer & Bourbon,41.944792646998664,-87.64921814203262,Gay Bar
1458,Lakeview,41.9439185,-87.6540759,Chicago Bagel Authority,41.93985939665621,-87.65381648728662,Bagel Shop
1459,Lakeview,41.9439185,-87.6540759,Blaze Pizza,41.93980824697134,-87.65360959172489,Pizza Place
1460,Lakeview,41.9439185,-87.6540759,Taco & Burrito Palace,41.945653375490714,-87.64946392850848,Mexican Restaurant
1461,Lakeview,41.9439185,-87.6540759,Wrigley Field,41.94816011494788,-87.65556156635284,Baseball Stadium
1462,Lakeview,41.9439185,-87.6540759,Old Crow Smokehouse,41.94597274651255,-87.65570552813291,BBQ Joint
1463,Lakeview,41.9439185,-87.6540759,Bites Asian Tapas,41.942159564670156,-87.65242686622301,Tapas Restaurant
1464,Lakeview,41.9439185,-87.6540759,Potbelly Sandwich Shop,41.94009646495011,-87.65260108737073,Sandwich Place
1465,Lakeview,41.9439185,-87.6540759,Native Foods,41.93981694579905,-87.6550662864349,Vegetarian / Vegan Restaurant
1466,Lakeview,41.9439185,-87.6540759,Yoshi's Cafe,41.94169355603553,-87.6492418251221,Japanese Restaurant
1467,Lakeview,41.9439185,-87.6540759,The Exchange,41.939895917466636,-87.6530457656207,Video Game Store
1468,Lakeview,41.9439185,-87.6540759,CSz Theater Chicago,41.93968764928636,-87.65272915355708,Comedy Club
1469,Lakeview,41.9439185,-87.6540759,Giordano's,41.9400946,-87.6556948,Pizza Place
1470,Lakeview,41.9439185,-87.6540759,Blue Havana,41.93996709478606,-87.65150813457747,Smoke Shop
1471,Lakeview,41.9439185,-87.6540759,Roscoe's,41.943514509884196,-87.64955647411497,Gay Bar
1472,Lakeview,41.9439185,-87.6540759,Ann Sather,41.93993605949624,-87.65196752509047,Scandinavian Restaurant
1473,Lakeview,41.9439185,-87.6540759,Wood,41.9427740506565,-87.64929405097924,New American Restaurant
1474,Lakeview,41.9439185,-87.6540759,Matsuya,41.94099775689747,-87.6515907207738,Japanese Restaurant
1475,Lakeview,41.9439185,-87.6540759,Paired Wine Co,41.94269634628259,-87.64926962914592,Wine Shop
1476,Lakeview,41.9439185,-87.6540759,Elixir Lounge,41.94514493647152,-87.64946243353228,Gay Bar
1477,Lakeview,41.9439185,-87.6540759,Hotel Zachary,41.94766028770526,-87.65717115260719,Hotel
1478,Lakeview,41.9439185,-87.6540759,bopNgrill,41.939947810679115,-87.65251791070263,Korean Restaurant
1479,Lakeview,41.9439185,-87.6540759,Kanela Breakfast Club,41.94085299397243,-87.65128071217929,Breakfast Spot
1480,Lakeview,41.9439185,-87.6540759,The Vic Theatre,41.93954700830196,-87.65392941099667,Music Venue
1481,Lakeview,41.9439185,-87.6540759,Forever Yogurt,41.945745769187674,-87.6494743066383,Frozen Yogurt Shop
1482,Lakeview,41.9439185,-87.6540759,Wrigley Rooftops 3617,41.9477387,-87.6539853,General Entertainment
1483,Lakeview,41.9439185,-87.6540759,Stone Creek Coffee,41.939878,-87.653157,Coffee Shop
1484,Lakeview,41.9439185,-87.6540759,Number One Gym,41.940888449633746,-87.65417789514828,Gym
1485,Lakeview,41.9439185,-87.6540759,Sapphire Nail Salon,41.94309299491437,-87.6494889232788,Nail Salon
1486,Lakeview,41.9439185,-87.6540759,Ukai Japanese Restaurant,41.93984151865222,-87.65642601193103,Japanese Restaurant
1487,Lakeview,41.9439185,-87.6540759,La Boulangerie,41.93993868077877,-87.6521675144329,Bakery
1488,Lakeview,41.9439185,-87.6540759,Berlin Nightclub,41.93998485890795,-87.65366734171045,Nightclub
1489,Lakeview,41.9439185,-87.6540759,Ron Santo Statue by Lou Cella,41.9474319749247,-87.65446990728378,Outdoor Sculpture
1490,Lakeview,41.9439185,-87.6540759,Kriser's Natural Pet,41.939784,-87.65546,Pet Service
1491,Lakeview,41.9439185,-87.6540759,Lark,41.944847144411305,-87.64924908350675,Pub
1492,Lakeview,41.9439185,-87.6540759,Town Hall Pub,41.943020865452965,-87.64951144986556,Pub
1493,Lakeview,41.9439185,-87.6540759,Wrigleyville Sports,41.94732342766562,-87.65417274027476,Sporting Goods Shop
1494,Lakeview,41.9439185,-87.6540759,Cupid's Treasures,41.94602138831879,-87.6492813273736,Gift Shop
1495,Lakeview,41.9439185,-87.6540759,Lucky Strike Social,41.94718135467038,-87.65510066197702,Arcade
1496,Lakeview,41.9439185,-87.6540759,Progress Bar,41.94364353256102,-87.64927620660852,Gay Bar
1497,Lakeview,41.9439185,-87.6540759,Cubs Dugout,41.94805039575053,-87.65602558851242,Baseball Stadium
1498,Lakeview,41.9439185,-87.6540759,Subway,41.9470978608682,-87.65391168279712,Sandwich Place
1499,Lakeview,41.9439185,-87.6540759,El Burrito Mexicano,41.94736148806654,-87.6534073254297,Mexican Restaurant
1500,Lakeview,41.9439185,-87.6540759,Scarlet,41.94247348145909,-87.6494618202356,Gay Bar
1501,Lakeview,41.9439185,-87.6540759,The Irish Oak,41.94603599775344,-87.65541389454678,Pub
1502,Lakeview,41.9439185,-87.6540759,Strings Ramen Shop Lakeview,41.93992460232016,-87.65234595922921,Ramen Restaurant
1503,Lakeview,41.9439185,-87.6540759,Wrigley Rooftops 3637,41.948367583459486,-87.6541855931282,General Entertainment
1504,Lakeview,41.9439185,-87.6540759,Chipotle Mexican Grill,41.93973087336189,-87.65514537055225,Mexican Restaurant
1505,Lakeview,41.9439185,-87.6540759,Dutch & Doc’s,41.9474543,-87.65675809999999,American Restaurant
1506,Lakeview,41.9439185,-87.6540759,Hydrate,41.945321030544434,-87.6495293731646,Gay Bar
1507,Lakeview,41.9439185,-87.6540759,Bistro 750,41.945536261247064,-87.64903801765747,Restaurant
1508,Lakeview,41.9439185,-87.6540759,Egoist Underwear,41.946317,-87.649692,Men's Store
1509,Lakeview,41.9439185,-87.6540759,DraftKings Fantasy Sports Zone,41.94742599017772,-87.6548159122467,Sports Bar
1510,Lakeview,41.9439185,-87.6540759,Budweiser Patio,41.948275048497564,-87.65457329562958,General Entertainment
1511,Lakeview,41.9439185,-87.6540759,Sluggers World Class Sports Bar and Grill,41.946633949130536,-87.65610500572141,Sports Bar
1512,Lakeview,41.9439185,-87.6540759,Sheffield Grill,41.94785030200529,-87.65520883748965,American Restaurant
1513,Lakeview,41.9439185,-87.6540759,Ernie Banks Statue by Lou Cella,41.94768732360571,-87.65671357512474,Outdoor Sculpture
1514,Lakeview,41.9439185,-87.6540759,Las Mañanitas,41.94622233137944,-87.64942818280193,Mexican Restaurant
1515,Lakeview,41.9439185,-87.6540759,The Villa Toscana Guest House,41.94550295046493,-87.65033742159467,Bed & Breakfast
1516,Lakeview,41.9439185,-87.6540759,Diva Thai & Sushi Bar,41.94677309786129,-87.64956289598672,Sushi Restaurant
1517,Lakeview,41.9439185,-87.6540759,Little Jim's,41.94550920221281,-87.64939911479271,Gay Bar
1518,Lakeview,41.9439185,-87.6540759,Big Jim's,41.945682,-87.649159,Restaurant
1519,Lincoln Park,41.940297650000005,-87.63811710541756,Laugh Factory,41.939775638863686,-87.6441249055716,Comedy Club
1520,Lincoln Park,41.940297650000005,-87.63811710541756,The Belmont Flats,41.94053268432617,-87.63775634765625,Harbor / Marina
1521,Lincoln Park,41.940297650000005,-87.63811710541756,Belmont Marina Lakefront,41.93940167182272,-87.63573175867687,Harbor / Marina
1522,Lincoln Park,41.940297650000005,-87.63811710541756,Chicago Yacht Club,41.94063806438983,-87.63529935247557,Harbor / Marina
1523,Lincoln Park,41.940297650000005,-87.63811710541756,Sholado,41.938783,-87.63577,Juice Bar
1524,Lincoln Park,41.940297650000005,-87.63811710541756,Trapeze School New York,41.93958407834629,-87.63497500731533,General Entertainment
1525,Lincoln Park,41.940297650000005,-87.63811710541756,The Blackhawk Boat,41.94333456918851,-87.63624739061099,Boat or Ferry
1526,Lincoln Park,41.940297650000005,-87.63811710541756,Dog Run Near Driving Range,41.93656075409931,-87.63655098426081,Dog Run
1527,Lincoln Park,41.940297650000005,-87.63811710541756,Belmont Harbor,41.944203217703446,-87.63744729659582,Harbor / Marina
1528,Lincoln Park,41.940297650000005,-87.63811710541756,Two Buoys,41.944467,-87.637356,Harbor / Marina
1529,Lincoln Square,41.975989850000005,-87.6896163305115,Jimmy's Pizza Cafe,41.97591929948236,-87.69222853478774,Pizza Place
1530,Lincoln Square,41.975989850000005,-87.6896163305115,San Soo Gab San,41.97759134143036,-87.68912431677757,Korean Restaurant
1531,Lincoln Square,41.975989850000005,-87.6896163305115,Baobab Bbq,41.975784,-87.6869,BBQ Joint
1532,Lincoln Square,41.975989850000005,-87.6896163305115,Dancen,41.97462961780211,-87.69224322575046,Korean Restaurant
1533,Lincoln Square,41.975989850000005,-87.6896163305115,Tony's Fresh Market,41.9771067360391,-87.6923453073386,Market
1534,Lincoln Square,41.975989850000005,-87.6896163305115,The Atlantic Bar & Grill,41.973289959033394,-87.6916522429688,Bar
1535,Lincoln Square,41.975989850000005,-87.6896163305115,Jibek Jolu,41.97310738566933,-87.6914670054359,Russian Restaurant
1536,Lincoln Square,41.975989850000005,-87.6896163305115,7-Eleven,41.9762150980508,-87.6897409558296,Convenience Store
1537,Lincoln Square,41.975989850000005,-87.6896163305115,I Monelli Trattoria Pizzeria,41.972970766182044,-87.68894677285029,Italian Restaurant
1538,Lincoln Square,41.975989850000005,-87.6896163305115,Kiko's Meat Market & Restaurant,41.973938468002785,-87.69184322933123,Eastern European Restaurant
1539,Lincoln Square,41.975989850000005,-87.6896163305115,Groundswell Coffee Roasters,41.97217640912068,-87.69091020962772,Coffee Shop
1540,Lincoln Square,41.975989850000005,-87.6896163305115,La Cabaña de Don Luis,41.975817443406484,-87.69223945464014,Mexican Restaurant
1541,Lincoln Square,41.975989850000005,-87.6896163305115,Jiffy Lube,41.97983443596709,-87.69248615153788,Automotive Shop
1542,Lincoln Square,41.975989850000005,-87.6896163305115,Baskin-Robbins,41.97602757855162,-87.69278546751117,Ice Cream Shop
1543,Lincoln Square,41.975989850000005,-87.6896163305115,Redbox,41.976076,-87.689154,Video Store
1544,Lincoln Square,41.975989850000005,-87.6896163305115,Subway,41.9793171,-87.6921352,Sandwich Place
1545,Lincoln Square,41.975989850000005,-87.6896163305115,Claddagh Ring,41.975941259436134,-87.68709690889665,Bar
1546,Lincoln Square,41.975989850000005,-87.6896163305115,Dollar Tree,41.97893568259369,-87.69226792341173,Discount Store
1547,Lincoln Square,41.975989850000005,-87.6896163305115,Chase Bank,41.978819,-87.692383,Bank
1548,Lincoln Square,41.975989850000005,-87.6896163305115,Dunkin',41.976031877980354,-87.69280965499377,Donut Shop
1549,Lincoln Square,41.975989850000005,-87.6896163305115,Hertz,41.973166,-87.692,Rental Car Location
1550,Lincoln Square,41.975989850000005,-87.6896163305115,Pizza Hut,41.9726565,-87.6907494,Pizza Place
1551,Lincoln Square,41.975989850000005,-87.6896163305115,Shell,41.97607701511541,-87.68881882808853,Gas Station
1552,Lincoln Square,41.975989850000005,-87.6896163305115,Hidden Cove,41.978821863567546,-87.69286668533886,Karaoke Bar
1553,Lincoln Square,41.975989850000005,-87.6896163305115,Walgreens,41.97561589383777,-87.69279062747961,Pharmacy
1554,Lincoln Square,41.975989850000005,-87.6896163305115,St Pauli Club,41.974353,-87.691888,Bar
1555,Lincoln Square,41.975989850000005,-87.6896163305115,Jorndt Field,41.974886030151765,-87.68881847290447,Stadium
1556,Lincoln Square,41.975989850000005,-87.6896163305115,N Western Ave. W. Foster Ave.,41.97613482511435,-87.68920195629457,Intersection
1557,Lincoln Square,41.975989850000005,-87.6896163305115,CTA Bus Stop 14527,41.976160639264364,-87.68904965760343,Bus Station
1558,Lincoln Square,41.975989850000005,-87.6896163305115,Quickbite,41.975685,-87.689125,Hot Dog Joint
1559,Lincoln Square,41.975989850000005,-87.6896163305115,An' Exclusive,41.97616,-87.69205699999999,Tailor Shop
1560,Lincoln Square,41.975989850000005,-87.6896163305115,Elote Stand,41.976119,-87.686963,Food Truck
1561,Lincoln Square,41.975989850000005,-87.6896163305115,Chop Suey Huang,41.97608939687306,-87.69241227571605,Chinese Restaurant
1562,Lincoln Square,41.975989850000005,-87.6896163305115,CTA #92 Foster & Lincoln,41.975544404520406,-87.6924161846408,Bus Station
1563,Lincoln Square,41.975989850000005,-87.6896163305115,Currency Exchange,41.97613030822508,-87.69248183585951,Currency Exchange
1564,Lincoln Square,41.975989850000005,-87.6896163305115,KC Nails,41.976197,-87.69278,Cosmetics Shop
1565,Lincoln Square,41.975989850000005,-87.6896163305115,Lincoln Liquors,41.976533,-87.692771,Liquor Store
1566,Lincoln Square,41.975989850000005,-87.6896163305115,CTA Bus Stop 4811,41.97585678100586,-87.69316101074219,Bus Stop
1567,Lincoln Square,41.975989850000005,-87.6896163305115,Diplomat Motel,41.977098,-87.692868,Hotel
1568,Lincoln Square,41.975989850000005,-87.6896163305115,Hank's Party Store,41.97309193889948,-87.68901423143531,Convenience Store
1569,Lincoln Square,41.975989850000005,-87.6896163305115,CTA Bus Stop 1368,41.97790063971036,-87.69278358387557,Bus Station
1570,Lincoln Square,41.975989850000005,-87.6896163305115,Brain Surgeon Theater,41.97278274000001,-87.69124417999998,Theater
1571,Lincoln Square,41.975989850000005,-87.6896163305115,Eden Liquor-Foods,41.979015000000004,-87.692075,Food & Drink Shop
1572,Lincoln Square,41.975989850000005,-87.6896163305115,Winnemac Stadium,41.97491133516115,-87.68449452033255,Football Stadium
1573,Lincoln Square,41.975989850000005,-87.6896163305115,Cafe Utjeha,41.97916758828641,-87.69288321483447,Café
1574,Lincoln Square,41.975989850000005,-87.6896163305115,Uteja,41.979229,-87.693363,Café
1575,Lincoln Square,41.975989850000005,-87.6896163305115,Bowmanville Greenspace,41.9791517143181,-87.68548506568239,Park
1576,North Center,41.9561073,-87.6791596,Bottles & Cans,41.95622985124288,-87.68013594651906,Beer Store
